#timestamp tx ty tz qx qy qz qw
1353.3350481300 248.651692 -149.110770 3.052820 -0.001864 -0.016568 0.186518 0.982310
1353.3850704300 248.938214 -149.004839 3.056319 -0.001904 -0.016410 0.187689 0.982090
1353.4350821800 249.217656 -148.900771 3.056825 -0.001536 -0.016873 0.188821 0.981865
1353.4850943100 249.503211 -148.799344 3.073560 -0.001145 -0.017667 0.189918 0.981640
1353.5351098200 249.787762 -148.691600 3.073732 -0.001276 -0.016928 0.191016 0.981440
1353.5851220800 250.068137 -148.583460 3.096399 -0.001228 -0.017388 0.192070 0.981226
1353.6351257000 250.345533 -148.472576 3.099736 -0.001584 -0.016545 0.193219 0.981015
1353.6851255000 250.621047 -148.364670 3.117934 -0.001469 -0.017611 0.194259 0.980791
1353.7351182000 250.891387 -148.257720 3.115126 -0.001330 -0.018371 0.195334 0.980564
1353.7851163000 251.160911 -148.152663 3.131373 -0.001048 -0.019506 0.196422 0.980325
1353.8351046600 251.430502 -148.044944 3.135119 -0.000574 -0.020169 0.197460 0.980103
1353.8851038800 251.697196 -147.944628 3.156287 -0.000565 -0.020144 0.198629 0.979868
1353.9351049400 251.964602 -147.836629 3.156172 -0.000074 -0.021158 0.199606 0.979648
1353.9851045600 252.227155 -147.730746 3.195243 -0.000266 -0.023232 0.200650 0.979387
1354.0350965200 252.488663 -147.618620 3.187074 -0.001799 -0.021311 0.201565 0.979242
1354.0850858500 252.747913 -147.505507 3.210460 -0.002513 -0.023154 0.202467 0.979012
1354.1350695500 253.008791 -147.397346 3.207679 -0.003727 -0.020220 0.203295 0.978902
1354.1850446500 253.263782 -147.286299 3.217624 -0.003943 -0.020546 0.204020 0.978743
1354.2350204700 253.519273 -147.182969 3.228350 -0.004322 -0.019523 0.204701 0.978620
1354.2850045300 253.774534 -147.079932 3.236039 -0.003748 -0.019207 0.205179 0.978529
1354.3349878600 254.029094 -146.978409 3.253755 -0.003031 -0.019191 0.205592 0.978445
1354.3849781100 254.282076 -146.881211 3.260135 -0.003856 -0.017179 0.205980 0.978398
1354.4349707700 254.524880 -146.776081 3.269452 -0.004054 -0.017406 0.206275 0.978331
1354.4849625200 254.757112 -146.674498 3.289513 -0.004054 -0.019391 0.206557 0.978234
1354.5349535700 254.992253 -146.576701 3.285796 -0.003339 -0.021010 0.206869 0.978137
1354.5849476900 255.222369 -146.480923 3.313494 -0.003349 -0.024878 0.207372 0.977940
1354.6349449100 255.456370 -146.389052 3.306317 -0.002595 -0.024235 0.207822 0.977863
1354.6849600200 255.687679 -146.295952 3.329128 -0.002185 -0.024214 0.208072 0.977811
1354.7349741500 255.924358 -146.202574 3.323728 -0.002313 -0.022808 0.208374 0.977780
1354.7849968900 256.152339 -146.110877 3.339425 -0.001861 -0.021688 0.208427 0.977796
1354.8350301800 256.380052 -146.019422 3.344528 -0.001449 -0.021615 0.208458 0.977791
1354.8850469100 256.604951 -145.930733 3.350743 -0.001622 -0.019731 0.208457 0.977831
1354.9350668800 256.824013 -145.840619 3.362025 -0.001230 -0.019481 0.208357 0.977858
1354.9850736600 257.046127 -145.749683 3.369160 -0.002353 -0.018516 0.208208 0.977906
1355.0350667900 257.262986 -145.655242 3.382443 -0.003471 -0.017401 0.207995 0.977969
1355.0850533400 257.474082 -145.565581 3.394838 -0.004968 -0.016863 0.207878 0.977997
1355.1350310900 257.685131 -145.477746 3.401563 -0.005952 -0.015683 0.207546 0.978081
1355.1850100600 257.889060 -145.390880 3.412765 -0.006520 -0.016110 0.207120 0.978161
1355.2349844800 258.091326 -145.304772 3.418319 -0.007025 -0.015984 0.206719 0.978245
1355.2849507900 258.289539 -145.220498 3.415451 -0.007065 -0.016786 0.206157 0.978349
1355.3349175400 258.487037 -145.142795 3.425971 -0.007234 -0.018641 0.205823 0.978385
1355.3848851300 258.679203 -145.063044 3.422462 -0.007363 -0.017934 0.205313 0.978504
1355.4348599700 258.871506 -144.987173 3.430784 -0.006863 -0.019535 0.205011 0.978541
1355.4848437700 259.064272 -144.913797 3.437983 -0.006463 -0.018178 0.204785 0.978617
1355.5348503200 259.257605 -144.842460 3.436434 -0.005546 -0.017811 0.204357 0.978719
1355.5848649600 259.445057 -144.769731 3.454831 -0.005465 -0.017729 0.204172 0.978759
1355.6348816700 259.634269 -144.692201 3.460540 -0.006438 -0.016692 0.204056 0.978796
1355.6849027700 259.814183 -144.609828 3.470402 -0.007369 -0.016818 0.204131 0.978771
1355.7349306200 260.000432 -144.532623 3.478774 -0.009153 -0.015067 0.204364 0.978736
1355.7849437600 260.177118 -144.451175 3.474369 -0.010924 -0.013070 0.204762 0.978664
1355.8349618600 260.353118 -144.369904 3.476829 -0.012127 -0.012032 0.205246 0.978561
1355.8849706500 260.523565 -144.295465 3.470993 -0.012947 -0.011532 0.206067 0.978384
1355.9349794700 260.688891 -144.216663 3.475268 -0.012587 -0.013624 0.207164 0.978130
1355.9849759800 260.854633 -144.148266 3.481896 -0.011453 -0.014088 0.208771 0.977796
1356.0349618000 261.018712 -144.085591 3.481181 -0.009862 -0.014274 0.210661 0.977405
1356.0849386200 261.180869 -144.017676 3.500394 -0.007954 -0.014569 0.212961 0.976920
1356.1349103500 261.341909 -143.952493 3.498199 -0.005930 -0.012590 0.215548 0.976394
1356.1848815600 261.500150 -143.888070 3.504583 -0.004029 -0.012645 0.218365 0.975777
1356.2348590200 261.650631 -143.822342 3.505233 -0.001878 -0.011423 0.221273 0.975143
1356.2848274700 261.800290 -143.753376 3.509999 0.000442 -0.012882 0.224238 0.974449
1356.3348001600 261.947580 -143.683515 3.519285 0.001104 -0.012529 0.227561 0.973683
1356.3847769000 262.089282 -143.608500 3.509141 0.001110 -0.012916 0.231027 0.972861
1356.4347591800 262.225096 -143.533681 3.520564 0.001757 -0.015043 0.234844 0.971915
1356.4847470900 262.365635 -143.455323 3.522085 0.001397 -0.014441 0.238974 0.970918
1356.5347433400 262.499364 -143.371058 3.529537 0.000892 -0.015222 0.243246 0.969845
1356.5847363100 262.634350 -143.286917 3.539319 -0.000221 -0.014968 0.247708 0.968719
1356.6347316300 262.769767 -143.198699 3.533353 -0.000538 -0.014136 0.252396 0.967521
1356.6847234700 262.901740 -143.111477 3.543507 0.000365 -0.014254 0.257702 0.966119
1356.7347153200 263.034498 -143.032560 3.537705 0.000985 -0.013884 0.263408 0.964584
1356.7847110900 263.165224 -142.948368 3.540835 0.002520 -0.013616 0.269418 0.962924
1356.8347151100 263.293540 -142.865016 3.547639 0.004569 -0.012642 0.275614 0.961174
1356.8847208600 263.422231 -142.780696 3.548220 0.006193 -0.012055 0.282049 0.959304
1356.9347320800 263.547967 -142.693621 3.557230 0.007945 -0.011887 0.288962 0.957234
1356.9847503900 263.673450 -142.598207 3.561109 0.009692 -0.010796 0.296487 0.954927
1357.0347621700 263.793868 -142.501276 3.563953 0.010715 -0.010204 0.304583 0.952371
1357.0847747500 263.907380 -142.401532 3.569238 0.010438 -0.009094 0.312859 0.949699
1357.1347845400 264.019358 -142.293460 3.566048 0.010072 -0.008825 0.321380 0.946856
1357.1847964900 264.121449 -142.183127 3.573899 0.010446 -0.009225 0.330076 0.943851
1357.2348062700 264.226263 -142.072933 3.574551 0.009998 -0.009000 0.339284 0.940588
1357.2848185300 264.324157 -141.956814 3.579652 0.009521 -0.008951 0.348911 0.937065
1357.3348196500 264.418854 -141.840357 3.586459 0.009066 -0.009088 0.358819 0.933319
1357.3848314600 264.513541 -141.720774 3.587479 0.008518 -0.008491 0.368911 0.929387
1357.4348405400 264.602119 -141.599303 3.588011 0.008773 -0.007733 0.379218 0.925234
1357.4848492200 264.693166 -141.479448 3.587545 0.009067 -0.007114 0.389887 0.920791
1357.5348527100 264.778978 -141.354470 3.586941 0.009661 -0.005284 0.400736 0.916127
1357.5848411900 264.862239 -141.231286 3.588395 0.010016 -0.003637 0.411724 0.911246
1357.6348326000 264.939536 -141.100337 3.592951 0.010179 -0.002631 0.422599 0.906256
1357.6848212900 265.010704 -140.971006 3.594409 0.010275 -0.002662 0.433633 0.901027
1357.7348133000 265.078278 -140.838016 3.603195 0.010837 -0.002885 0.444823 0.895548
1357.7848045200 265.141530 -140.701501 3.602583 0.010649 -0.003064 0.455999 0.889912
1357.8347854700 265.203416 -140.563394 3.606864 0.010399 -0.003296 0.467516 0.883917
1357.8847592200 265.258003 -140.419540 3.606682 0.009641 -0.003425 0.479050 0.877728
1357.9347329900 265.307223 -140.274361 3.612898 0.009046 -0.003690 0.490782 0.871228
1357.9846951900 265.353494 -140.123609 3.613095 0.007910 -0.003852 0.502435 0.864570
1358.0346676100 265.396681 -139.973596 3.608776 0.006918 -0.003732 0.514312 0.857567
1358.0846432100 265.439211 -139.820664 3.608103 0.006209 -0.003230 0.526192 0.850337
1358.1346287800 265.476220 -139.664114 3.609287 0.005570 -0.002777 0.537840 0.843024
1358.1846182100 265.511616 -139.508632 3.608851 0.005574 -0.002983 0.549478 0.835484
1358.2346162300 265.543631 -139.351546 3.601672 0.005615 -0.002030 0.561119 0.827714
1358.2846116700 265.570498 -139.190357 3.607501 0.006277 -0.001528 0.572873 0.819619
1358.3346151500 265.595801 -139.027129 3.604491 0.007047 -0.000960 0.584527 0.811343
1358.3846252600 265.615561 -138.865147 3.600055 0.007492 0.000159 0.595965 0.802975
1358.4346412600 265.633529 -138.698932 3.606247 0.008270 0.001035 0.607177 0.794523
1358.4846723100 265.644350 -138.532848 3.604258 0.007817 0.001298 0.618234 0.785954
1358.5347070400 265.651183 -138.359861 3.607129 0.007969 0.001985 0.629061 0.777312
1358.5847441900 265.651521 -138.191389 3.605676 0.006778 0.002796 0.639644 0.768637
1358.6347972500 265.647454 -138.018547 3.611675 0.005686 0.003047 0.649735 0.760133
1358.6848530000 265.639670 -137.844992 3.612625 0.004673 0.002319 0.659459 0.751722
1358.7349025200 265.625180 -137.669599 3.609098 0.004177 0.002136 0.668767 0.743458
1358.7849517700 265.612984 -137.495984 3.610915 0.003569 0.001744 0.677632 0.735390
1358.8349975300 265.593223 -137.319503 3.607827 0.003399 0.001660 0.686224 0.727380
1358.8850370300 265.576015 -137.142617 3.607476 0.003502 0.001449 0.694488 0.719495
1358.9350692100 265.554461 -136.965101 3.603214 0.003675 0.001072 0.702326 0.711845
1358.9850926100 265.531608 -136.787454 3.601387 0.003477 0.000620 0.709897 0.704297
1359.0351071300 265.505798 -136.605555 3.599798 0.003657 0.000382 0.717237 0.696820
1359.0851094200 265.478306 -136.424148 3.594400 0.003491 0.000196 0.724373 0.689399
1359.1350870900 265.445082 -136.241900 3.593785 0.003857 0.000435 0.731138 0.682218
1359.1850581100 265.412740 -136.058740 3.594576 0.003967 -0.000027 0.737590 0.675237
1359.2350184200 265.372193 -135.874346 3.592438 0.003342 -0.000375 0.743844 0.668345
1359.2849733600 265.331263 -135.689441 3.596869 0.002899 -0.000605 0.749706 0.661765
1359.3349284000 265.287011 -135.501525 3.593643 0.001912 -0.001106 0.755250 0.655433
1359.3848802300 265.238737 -135.312143 3.595392 0.001452 -0.001350 0.760477 0.649362
1359.4348390800 265.191325 -135.123335 3.590015 0.000760 -0.001906 0.765508 0.643423
1359.4848018600 265.139589 -134.932282 3.589240 0.000343 -0.001765 0.770184 0.637819
1359.5347623400 265.086990 -134.743206 3.589107 0.000581 -0.002382 0.774558 0.632498
1359.5847278100 265.032711 -134.552852 3.584070 -0.000031 -0.003324 0.778572 0.627546
1359.6346970100 264.976789 -134.355713 3.581896 -0.000165 -0.004066 0.782162 0.623062
1359.6846729000 264.919873 -134.164365 3.578417 -0.000497 -0.004746 0.785454 0.618902
1359.7346516400 264.859776 -133.959219 3.571537 -0.001466 -0.004671 0.788392 0.615154
1359.7846418800 264.800525 -133.761123 3.573221 -0.002039 -0.004760 0.791030 0.611755
1359.8346390200 264.739636 -133.558425 3.566474 -0.003632 -0.004305 0.793432 0.608633
1359.8846365900 264.677854 -133.350303 3.568226 -0.004785 -0.004185 0.795638 0.605739
1359.9346397500 264.617142 -133.140034 3.559477 -0.006139 -0.003764 0.797781 0.602904
1359.9846476500 264.552575 -132.933397 3.557066 -0.006341 -0.003413 0.799757 0.600281
1360.0346459600 264.489263 -132.721701 3.557110 -0.006899 -0.003688 0.801545 0.597883
1360.0846603700 264.423575 -132.513067 3.554896 -0.007115 -0.003984 0.803267 0.595563
1360.1346673500 264.355867 -132.301275 3.549184 -0.007018 -0.004397 0.804832 0.593445
1360.1846750200 264.287327 -132.090645 3.546806 -0.007427 -0.004826 0.806207 0.591567
1360.2346840900 264.216063 -131.872205 3.541247 -0.007757 -0.005172 0.807480 0.589821
1360.2846924300 264.147746 -131.657088 3.539115 -0.007319 -0.005426 0.808740 0.588096
1360.3346858700 264.077427 -131.437083 3.528382 -0.007667 -0.005750 0.809943 0.586431
1360.3846693300 264.003999 -131.215675 3.530551 -0.007331 -0.005818 0.811149 0.584764
1360.4346401500 263.931489 -130.992287 3.525612 -0.007297 -0.006176 0.812197 0.583305
1360.4846018800 263.858722 -130.768947 3.521571 -0.006964 -0.006204 0.813286 0.581790
1360.5345453200 263.784446 -130.544096 3.514177 -0.007049 -0.006547 0.814334 0.580316
1360.5844957800 263.705633 -130.313307 3.509357 -0.006768 -0.006755 0.815328 0.578920
1360.6344487800 263.629097 -130.080923 3.500360 -0.007022 -0.006538 0.816250 0.577618
1360.6844141900 263.548153 -129.848437 3.508784 -0.006722 -0.006965 0.817143 0.576354
1360.7343853300 263.465360 -129.616697 3.495417 -0.007478 -0.007514 0.818117 0.574954
1360.7843651900 263.383345 -129.379656 3.494632 -0.007885 -0.007267 0.819010 0.573679
1360.8343490900 263.297672 -129.138652 3.485544 -0.009136 -0.006954 0.819861 0.572448
1360.8843384400 263.211376 -128.904542 3.489838 -0.009266 -0.006975 0.820667 0.571289
1360.9343359000 263.125104 -128.658166 3.481909 -0.009336 -0.007241 0.821346 0.570308
1360.9843394700 263.038459 -128.416493 3.479158 -0.009543 -0.007462 0.821942 0.569443
1361.0343430600 262.949715 -128.168597 3.472397 -0.009356 -0.007648 0.822479 0.568667
1361.0843485400 262.861440 -127.924786 3.467835 -0.009165 -0.008008 0.822998 0.567914
1361.1343512500 262.771722 -127.675533 3.463637 -0.008802 -0.008447 0.823436 0.567277
1361.1843625500 262.681082 -127.422032 3.454388 -0.009053 -0.008517 0.823768 0.566791
1361.2343812800 262.588370 -127.167546 3.452714 -0.008978 -0.008703 0.824028 0.566412
1361.2844041000 262.497261 -126.912055 3.451993 -0.009010 -0.009280 0.824201 0.566149
1361.3344265900 262.401695 -126.648587 3.444027 -0.009077 -0.009123 0.824284 0.566030
1361.3844545800 262.307196 -126.390631 3.443274 -0.009374 -0.009222 0.824315 0.565978
1361.4344798800 262.214876 -126.126388 3.436124 -0.009968 -0.008900 0.824349 0.565925
1361.4845005400 262.120933 -125.861551 3.431097 -0.010325 -0.008759 0.824304 0.565985
1361.5345166500 262.026798 -125.595084 3.426818 -0.010670 -0.008426 0.824247 0.566067
1361.5845168000 261.933119 -125.330541 3.419682 -0.011055 -0.008046 0.824107 0.566269
1361.6345152800 261.838067 -125.056908 3.415113 -0.010916 -0.008135 0.823996 0.566432
1361.6845004900 261.742758 -124.782949 3.406138 -0.010890 -0.008247 0.823901 0.566569
1361.7344865500 261.645506 -124.508392 3.402957 -0.011229 -0.007834 0.823824 0.566680
1361.7844755500 261.550961 -124.228429 3.394488 -0.011406 -0.007222 0.823773 0.566758
1361.8344565500 261.454387 -123.947151 3.388583 -0.011654 -0.006232 0.823681 0.566899
1361.8844445400 261.358711 -123.666737 3.383542 -0.011292 -0.006233 0.823501 0.567168
1361.9344295100 261.260605 -123.384308 3.373687 -0.010944 -0.006297 0.823379 0.567351
1361.9844210000 261.163606 -123.099634 3.369580 -0.010541 -0.006315 0.823234 0.567569
1362.0344183000 261.066730 -122.817060 3.364286 -0.010170 -0.006483 0.823200 0.567624
1362.0844186400 260.966262 -122.522604 3.353952 -0.009870 -0.005948 0.823041 0.567865
1362.1344230000 260.867907 -122.238629 3.350234 -0.009169 -0.006273 0.822971 0.567974
1362.1844425900 260.769672 -121.942657 3.341113 -0.008692 -0.006656 0.822898 0.568083
1362.2344582800 260.667611 -121.647003 3.337636 -0.008058 -0.006449 0.822756 0.568300
1362.2844871900 260.569757 -121.357407 3.331625 -0.007493 -0.006681 0.822662 0.568443
1362.3344968100 260.467702 -121.056123 3.324380 -0.007122 -0.006386 0.822559 0.568599
1362.3845001700 260.366953 -120.753660 3.318484 -0.006151 -0.006216 0.822510 0.568683
1362.4344987700 260.267411 -120.452110 3.310091 -0.006171 -0.006180 0.822453 0.568767
1362.4844968200 260.164103 -120.147264 3.307629 -0.005720 -0.006093 0.822326 0.568955
1362.5344812200 260.061425 -119.839819 3.301707 -0.005610 -0.006143 0.822215 0.569117
1362.5844620300 259.957037 -119.531288 3.298278 -0.005545 -0.005912 0.822062 0.569340
1362.6344314900 259.855446 -119.223541 3.296772 -0.005136 -0.006131 0.822003 0.569427
1362.6843904400 259.747277 -118.913365 3.290294 -0.005173 -0.005993 0.821954 0.569499
1362.7343469400 259.642468 -118.605763 3.287132 -0.004565 -0.006285 0.821913 0.569560
1362.7843017700 259.536818 -118.287323 3.281889 -0.004695 -0.006226 0.821808 0.569711
1362.8342539800 259.428896 -117.972278 3.276708 -0.004873 -0.006009 0.821707 0.569858
1362.8842171100 259.323061 -117.658001 3.277714 -0.004435 -0.006202 0.821633 0.569966
1362.9341859600 259.214455 -117.333272 3.268825 -0.004855 -0.005817 0.821543 0.570096
1362.9841622700 259.107756 -117.019205 3.270311 -0.004427 -0.005925 0.821450 0.570233
1363.0341497000 259.000304 -116.697220 3.263708 -0.004422 -0.005942 0.821328 0.570408
1363.0841520900 258.893303 -116.376895 3.262064 -0.003826 -0.005795 0.821198 0.570601
1363.1341668600 258.785113 -116.051237 3.256165 -0.003673 -0.005900 0.821069 0.570787
1363.1841885200 258.676688 -115.722540 3.252804 -0.003730 -0.005140 0.820978 0.570925
1363.2341990400 258.569234 -115.393881 3.247097 -0.003507 -0.004497 0.820838 0.571132
1363.2842224500 258.462404 -115.067624 3.244787 -0.003102 -0.004383 0.820716 0.571311
1363.3342489200 258.354081 -114.739853 3.241102 -0.002664 -0.004388 0.820603 0.571476
1363.3842656300 258.245555 -114.413285 3.237956 -0.002324 -0.004217 0.820528 0.571586
1363.4342914400 258.135643 -114.079696 3.236229 -0.001771 -0.004439 0.820550 0.571555
1363.4843130100 258.026231 -113.750574 3.236413 -0.001151 -0.004552 0.820555 0.571548
1363.5343315900 257.915700 -113.412356 3.223866 -0.001375 -0.004232 0.820500 0.571630
1363.5843463100 257.805210 -113.080864 3.226809 -0.000355 -0.003755 0.820436 0.571726
1363.6343482200 257.696562 -112.747294 3.222415 -0.000008 -0.003453 0.820399 0.571781
1363.6843516000 257.588147 -112.411834 3.221830 0.000720 -0.003162 0.820386 0.571802
1363.7343508800 257.479905 -112.076740 3.219125 0.000896 -0.003261 0.820351 0.571850
1363.7843460700 257.367883 -111.739722 3.217916 0.000984 -0.002955 0.820298 0.571928
1363.8343375900 257.257218 -111.403772 3.214851 0.000977 -0.002664 0.820217 0.572046
1363.8843225400 257.147744 -111.073012 3.214734 0.001391 -0.002533 0.820189 0.572085
1363.9343037700 257.035222 -110.733822 3.209807 0.001533 -0.002713 0.820136 0.572160
1363.9842784200 256.925303 -110.406990 3.216203 0.002348 -0.003259 0.820117 0.572182
1364.0342616200 256.813847 -110.074032 3.215420 0.002617 -0.003780 0.820056 0.572265
1364.0842475900 256.703156 -109.741689 3.215617 0.002772 -0.004215 0.819977 0.572374
1364.1342341200 256.592370 -109.412580 3.226033 0.003152 -0.004853 0.819975 0.572370
1364.1842228100 256.481232 -109.075566 3.219841 0.003071 -0.004564 0.819944 0.572417
1364.2342201100 256.372795 -108.743576 3.221279 0.003495 -0.004435 0.819950 0.572407
1364.2842076600 256.262094 -108.404660 3.211741 0.002859 -0.003758 0.819856 0.572550
1364.3342056900 256.153842 -108.070015 3.216113 0.002711 -0.003157 0.819817 0.572610
1364.3842000900 256.041387 -107.731085 3.213742 0.001961 -0.002197 0.819729 0.572743
1364.4342003600 255.932155 -107.393638 3.215515 0.001842 -0.001848 0.819725 0.572751
1364.4842051100 255.822326 -107.058998 3.213634 0.001814 -0.001450 0.819632 0.572885
1364.5342146200 255.717102 -106.725849 3.213564 0.001427 -0.000321 0.819616 0.572912
1364.5842197500 255.607470 -106.391209 3.212791 0.001149 0.000500 0.819514 0.573058
1364.6342325800 255.500530 -106.057657 3.211641 0.001309 0.000865 0.819500 0.573077
1364.6842339100 255.390548 -105.722383 3.208578 0.001687 0.001741 0.819440 0.573160
1364.7342425400 255.282782 -105.389475 3.207842 0.003106 0.002066 0.819328 0.573313
1364.7842497900 255.176452 -105.047263 3.186829 0.000741 0.003132 0.819217 0.573474
1364.8342650800 255.066519 -104.718838 3.199580 0.001978 0.003713 0.819007 0.573768
1364.8842887000 254.961217 -104.381764 3.183413 0.001664 0.004022 0.818778 0.574094
1364.9343192800 254.856837 -104.060880 3.203204 0.004040 0.002521 0.818741 0.574144
1364.9843488600 254.747826 -103.724339 3.185453 0.004101 0.002078 0.818573 0.574385
1365.0343704000 254.642809 -103.399049 3.197817 0.005163 0.001403 0.818512 0.574464
1365.0843728500 254.531323 -103.063041 3.187285 0.004100 0.001279 0.818381 0.574660
1365.1343695500 254.420356 -102.742776 3.201042 0.005788 -0.001089 0.818349 0.574691
1365.1843488900 254.309691 -102.407798 3.182193 0.004469 -0.001242 0.818292 0.574785
1365.2343245600 254.198576 -102.078634 3.188037 0.004805 -0.001248 0.818109 0.575042
1365.2843046000 254.093831 -101.740896 3.184010 0.003576 -0.000665 0.818028 0.575168
1365.3342887800 253.985012 -101.406789 3.187431 0.002608 0.000907 0.817839 0.575441
1365.3842751000 253.882042 -101.073929 3.195554 0.001901 0.002008 0.817814 0.575476
1365.4342665000 253.773187 -100.738413 3.189971 0.001216 0.002470 0.817648 0.575712
1365.4842665300 253.664597 -100.407148 3.186883 0.001013 0.002513 0.817497 0.575927
1365.5342681600 253.553868 -100.071644 3.178505 0.000584 0.002491 0.817309 0.576194
1365.5842634400 253.446769 -99.740192 3.171212 0.000598 0.002476 0.817217 0.576325
1365.6342598500 253.340528 -99.406939 3.170981 0.000941 0.002765 0.817137 0.576437
1365.6842600300 253.238324 -99.075075 3.168872 0.001220 0.002917 0.817115 0.576466
1365.7342662600 253.135598 -98.745079 3.166631 0.001589 0.003209 0.817043 0.576566
1365.7842883400 253.030687 -98.409118 3.160303 0.001584 0.003295 0.816872 0.576807
1365.8342959100 252.925639 -98.081220 3.159546 0.001952 0.002976 0.816777 0.576943
1365.8843054800 252.820288 -97.747900 3.160481 0.002149 0.003411 0.816709 0.577036
1365.9343029900 252.713643 -97.412338 3.149782 0.001868 0.003338 0.816673 0.577088
1365.9842993300 252.606704 -97.082539 3.144279 0.001805 0.003342 0.816677 0.577082
1366.0343062100 252.500428 -96.749549 3.141982 0.001861 0.003259 0.816602 0.577189
1366.0843123400 252.396830 -96.418465 3.142373 0.001911 0.003133 0.816590 0.577206
1366.1343287400 252.288958 -96.085167 3.142543 0.001804 0.003403 0.816537 0.577280
1366.1843317700 252.181750 -95.751349 3.134768 0.001099 0.003692 0.816546 0.577267
1366.2343289800 252.075311 -95.415732 3.130822 0.000956 0.003767 0.816473 0.577370
1366.2843231400 251.967982 -95.083418 3.127494 0.000680 0.003642 0.816439 0.577419
1366.3343075500 251.859622 -94.750947 3.123445 0.000175 0.003563 0.816396 0.577482
1366.3842791900 251.751223 -94.420416 3.117664 -0.000202 0.003849 0.816381 0.577501
1366.4342507800 251.645353 -94.085868 3.116290 -0.000561 0.003472 0.816395 0.577483
1366.4842150300 251.535756 -93.753543 3.110937 -0.001050 0.003251 0.816363 0.577529
1366.5341875000 251.428007 -93.420108 3.103240 -0.001419 0.002795 0.816329 0.577579
1366.5841548300 251.320299 -93.088678 3.100600 -0.001482 0.002562 0.816256 0.577683
1366.6341286000 251.214846 -92.757332 3.099725 -0.001866 0.002506 0.816229 0.577720
1366.6841094300 251.105323 -92.423407 3.092610 -0.001709 0.001990 0.816179 0.577793
1366.7341005200 250.999162 -92.092855 3.086919 -0.001968 0.001485 0.816134 0.577858
1366.7840913100 250.889744 -91.758519 3.080773 -0.002262 0.001153 0.816063 0.577958
1366.8340981400 250.783277 -91.423328 3.078318 -0.002681 0.001103 0.816019 0.578017
1366.8841183000 250.675765 -91.086974 3.064077 -0.004490 0.001997 0.815902 0.578169
1366.9341467700 250.565423 -90.753277 3.069115 -0.003550 0.001176 0.815890 0.578195
1366.9841888000 250.457948 -90.419409 3.054510 -0.003986 0.000610 0.815820 0.578292
1367.0342295500 250.351266 -90.091502 3.061042 -0.003228 -0.000144 0.815743 0.578405
1367.0842646600 250.245274 -89.754466 3.051973 -0.003561 -0.000714 0.815708 0.578453
1367.1343007600 250.136481 -89.420452 3.050793 -0.003900 -0.001210 0.815649 0.578532
1367.1843217300 250.029416 -89.087547 3.046928 -0.003864 -0.001627 0.815640 0.578545
1367.2343280800 249.920577 -88.755167 3.044085 -0.004178 -0.002182 0.815581 0.578624
1367.2843232700 249.811425 -88.418859 3.030942 -0.005308 -0.002313 0.815439 0.578814
1367.3343167900 249.702547 -88.084069 3.028409 -0.005560 -0.002668 0.815302 0.579004
1367.3843102900 249.597179 -87.747718 3.023939 -0.006472 -0.002604 0.815208 0.579126
1367.4342942300 249.488014 -87.410097 3.016300 -0.006643 -0.002602 0.815123 0.579244
1367.4842689500 249.381190 -87.078269 3.015385 -0.006844 -0.003114 0.815058 0.579330
1367.5342445400 249.272808 -86.742639 3.008671 -0.007497 -0.003365 0.814927 0.579505
1367.5842176100 249.164190 -86.405868 3.013151 -0.007590 -0.004202 0.814845 0.579615
1367.6341753300 249.056627 -86.070941 3.002430 -0.008738 -0.004030 0.814728 0.579764
1367.6841436600 248.947179 -85.733058 2.994228 -0.008625 -0.004679 0.814664 0.579851
1367.7341071600 248.840997 -85.399768 2.989682 -0.008742 -0.005021 0.814567 0.579981
1367.7840745800 248.734388 -85.064789 2.984676 -0.008926 -0.005460 0.814447 0.580143
1367.8340530600 248.627254 -84.732038 2.980796 -0.009363 -0.006636 0.814394 0.580199
1367.8840300400 248.518507 -84.398327 2.981606 -0.009137 -0.007264 0.814265 0.580376
1367.9340114600 248.413317 -84.062323 2.971956 -0.009552 -0.007660 0.814276 0.580349
1367.9839906500 248.303834 -83.724505 2.969945 -0.010118 -0.007918 0.814259 0.580360
1368.0339693100 248.195793 -83.389008 2.959642 -0.011265 -0.008085 0.814210 0.580406
1368.0839596800 248.088696 -83.049273 2.952718 -0.011753 -0.007797 0.814200 0.580413
1368.1339598500 247.980868 -82.708950 2.948596 -0.014004 -0.007060 0.814192 0.580384
1368.1839689200 247.873918 -82.368195 2.936323 -0.015164 -0.005913 0.814249 0.580287
1368.2339859200 247.767083 -82.032123 2.931176 -0.015610 -0.005799 0.814327 0.580168
1368.2840121700 247.659374 -81.697730 2.915039 -0.015422 -0.005467 0.814303 0.580210
1368.3340395600 247.555402 -81.369930 2.934854 -0.012869 -0.007816 0.814427 0.580070
1368.3840599400 247.449315 -81.036778 2.913607 -0.013373 -0.008556 0.814392 0.580098
1368.4340742300 247.342639 -80.704966 2.919290 -0.011457 -0.009730 0.814536 0.579918
1368.4840901800 247.237363 -80.370757 2.902646 -0.011381 -0.010378 0.814575 0.579853
1368.5340928900 247.130336 -80.039872 2.903884 -0.011210 -0.011538 0.814633 0.579754
1368.5840992100 247.023578 -79.706497 2.892532 -0.011009 -0.012448 0.814684 0.579667
1368.6340978600 246.917984 -79.372182 2.891042 -0.010809 -0.012649 0.814726 0.579607
